,PC1,PC1,PC1,PC1,PC1,PC1,PC1,PC2,PC2,PC2,PC2,PC2,PC2,PC2,PC3,PC3,PC3,PC3,PC3,PC3,PC3,PC4,PC4,PC4,PC4,PC4,PC4,PC4
,media,desvio,var,rango,iqr,mad,cv,media,desvio,var,rango,iqr,mad,cv,media,desvio,var,rango,iqr,mad,cv,media,desvio,var,rango,iqr,mad,cv
Cultivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fr,-0.8457502616258132,2.0757061809436466,4.308556149607657,11.760307942197043,2.716317096444954,1.354549138067811,-2.454277905812821,0.7585506677202166,2.097137976510819,4.397987692523891,12.612792197364637,2.7340800623208716,1.3134705000976243,2.764664333911477,0.4286412621929639,1.8683804082711923,3.4908453500116274,10.365685188370776,2.1248073966277206,1.0463544181105413,4.3588440336154415,-2.3966483512740075,1.3083294731194246,1.7117260102329501,7.043691091343525,1.2977930778208013,0.6699517201687195,-0.5458996403973676
H,-2.088004739605754,1.8495099439593206,3.4206870328044103,9.34052275182697,2.5043550948595303,1.3272194234089172,-0.8857786138495716,0.2607626325566035,2.343825618757982,5.493518531146236,10.855065680765346,3.5386024663425255,1.728088761172716,8.988349272970352,-0.13837721145091814,2.140728613180471,4.582718995289579,11.091672139137783,3.3584180092198563,1.6871608662205277,-15.47023957727157,0.8803596624394838,1.4523789127414983,2.1094045061761766,7.343344376933353,1.796245625534165,0.8525314051034716,1.6497563151825299
K,-2.4079691756961474,2.002624096655162,4.010503272503902,10.403991799080757,2.3412223231895744,1.2439911783133644,-0.8316651711607564,-0.534814512018986,2.0620875528901004,4.252205075784281,10.444202213919489,2.3933110365972805,1.259974117957836,-3.855706056115576,0.9999541752197132,1.785697626772313,3.1887160142602706,8.036978963679168,2.5603460283694988,1.3000081249759932,1.7857794597236958,0.39759559952551043,1.5073476220674757,2.272096853752473,8.065058965636293,1.819877446485419,0.8972500201896388,3.7911577086525616
Le,2.7267130988367416,2.2554302928934367,5.086965806101374,12.803354905460619,2.6448110042719213,1.3185266696421212,0.8271608383939031,-0.7940522721394329,2.5172177014975294,6.336384956732504,13.489786909266735,3.3568206504232,1.7169954054261913,-3.1700906726396405,0.9915940498643304,2.364794068932698,5.5922509884592655,11.942479883555007,3.286843082452656,1.7206867962381045,2.384840922811355,-0.7239350334392832,1.619477168272313,2.62270629855531,8.350870281695679,2.335435496939287,1.198558243041097,-2.2370476540946944
Ma,0.8769026578754283,1.809869458961997,3.275627458483393,9.978786714531783,2.4958651589089724,1.2522768751396403,2.063934283591948,2.4193922929764953,2.2457964112719377,5.043601520881916,15.761613404208074,2.2673652170489875,1.1727074832289195,0.9282481463595189,-0.6813375334288999,1.991272410074206,3.965165811122737,10.057003654394183,2.719346977573522,1.376271058333449,-2.922593152989718,1.1003515038552478,1.7633450415007033,3.109385735385117,8.633539562319745,2.1863378892584793,1.1226140508138212,1.6025288603892096
Me,-2.1802685944825426,1.6577592237924605,2.748165644068983,8.684262046304047,2.1985419128847803,1.1201150712698849,-0.7603463297997499,-1.2664830140891838,1.7528963726828481,3.072645693364687,8.831492345894226,2.0641282419178744,1.162575164770637,-1.3840662315897525,-1.3395301359709717,2.1663076157697985,4.692888686142227,11.042297763830419,2.4306541388637584,1.2707720816371662,-1.6172145423212363,0.46402976091419446,1.172848220022996,1.3755729472111102,5.698130411527494,1.6591349037605645,0.8399955444305538,2.5275280139626046
Pa,4.118969417420963,1.4808028119900094,2.1927769679975193,8.643025818497359,1.7626003291446701,0.9657777343754264,0.3595080861069355,-1.649286897145925,1.705781839438872,2.9096916837594606,10.553062483180883,2.0709092176709887,1.077787899902634,-1.0342541630511413,0.05340187799564187,1.2904903454960017,1.6653653318183899,5.669256064372085,1.5121881376507413,0.7693803421036259,24.165636002563783,-0.14273227976163388,1.1787680588931362,1.3894941366666922,5.089975938924205,1.7142053157795911,0.9061019825645372,-8.258594768203139
